1476633374347,1187,934
1476633374367,1186,935
1476633374367,1185,936
1476633374397,1186,937
1476633374407,1185,936
1476633374428,1185,935
1476633374438,1185,936
1476633374462,1186,937
1476633374491,1187,939
1476633374491,1189,940
1476633374522,1190,941
1476633374522,1189,941
1476633374552,1194,941
1476633374561,1195,941
1476633374581,1197,941
1476633374602,1196,937
1476633374611,1196,934
1476633374632,-427,0
1476633374642,-427,0
1476633374661,1730,673
1476633374671,-427,0
1476633374691,-427,0
1476633374711,-427,0
1476633374721,-427,0
1476633374742,-427,0
1476633374771,-427,0
1476633374772,-427,0
1476633374803,-427,0
1476633374811,1252,882
1476633374832,1262,859
1476633374852,1277,870
1476633374853,1269,875
1476633374883,1268,875
1476633374891,1256,864
1476633374911,1249,843
1476633374921,1233,830
1476633374941,1237,858
1476633374953,1238,846
1476633374974,1244,835
1476633374985,1247,826
1476633375004,1249,821
1476633375024,1257,817
1476633375034,1256,816
1476633375054,1254,811
1476633375085,1259,809
1476633375086,1261,811
1476633375113,1263,807
1476633375124,1263,807
1476633375143,1263,807
1476633375163,1264,811
1476633375174,1257,816
1476633375193,877,999
1476633375203,736,1241
1476633375224,712,1216
1476633375234,681,1235
1476633375254,675,1264
1476633375274,679,1255
1476633375284,626,1238
1476633375304,570,1292
1476633375334,586,1272
1476633375343,597,1259
1476633375363,605,1254
1476633375374,576,1251
1476633375393,562,1250
1476633375413,551,1248
1476633375424,535,1241
1476633375443,525,1242
1476633375454,518,1244
1476633375473,512,1241
1476633375483,507,1240
1476633375503,502,1237
1476633375523,501,1247
1476633375533,695,1617
1476633375553,563,1509
1476633375583,588,1536
1476633375583,606,1534
1476633375613,605,1522
1476633375623,607,1517
1476633375643,610,1525
1476633375663,617,1533
1476633375674,617,1539
1476633375694,620,1544
1476633375704,621,1548
1476633375724,-69,1780
1476633375734,-208,1648
1476633375754,206,1604
1476633375774,101,1643
1476633375784,-19,1621
1476633375804,-70,1626
1476633375834,33,1785
1476633375834,134,1752
1476633375865,246,1780
1476633375874,229,1800
1476633375894,335,1729
1476633375914,399,1688
1476633375924,729,1595
1476633375945,749,1618
1476633375954,733,1596
1476633375974,723,1587
1476633375984,718,1573
1476633376004,715,1561
1476633376034,710,1552
1476633376034,716,1554
1476633376054,704,1552
1476633376084,701,1547
1476633376084,700,1540
1476633376114,701,1532
1476633376124,1094,1027
1476633376144,1290,792
1476633376164,1346,705
1476633376174,1370,678
1476633376194,1373,672
1476633376204,1378,671
1476633376224,1433,632
1476633376234,1372,652
1476633376254,1386,647
1476633376284,1391,671
1476633376285,1397,689
1476633376305,1405,686
1476633376335,1404,693
1476633376335,1405,696
1476633376365,1406,694
1476633376375,1406,693
1476633376395,1402,691
1476633376415,1393,690
1476633376425,1385,690
1476633376445,-427,0
1476633376474,-427,0
1476633376474,-427,0
1476633376504,-427,0
1476633376504,-427,0
1476633376535,-427,0
1476633376554,-427,0
1476633376554,-427,0
1476633376584,-427,0
1476633376594,-427,0
1476633376614,-427,0
1476633376624,1852,452
1476633376644,-427,0
1476633376664,-427,0
1476633376674,-427,0
1476633376694,-427,0
1476633376704,-427,0
1476633376724,-427,0
1476633376754,1289,853
1476633376754,1293,870
1476633376784,1291,886
1476633376784,1290,890
1476633376804,1286,886
1476633376814,1299,891
1476633376834,1280,886
1476633376864,1277,875
1476633376874,1279,863
1476633376895,1291,806
1476633376905,1299,775
1476633376925,1306,754
1476633376945,1309,738
1476633376955,1313,726
1476633376975,1313,714
1476633376985,1318,712
1476633377005,1319,702
1476633377035,1323,693
1476633377035,1324,685
1476633377055,1323,676
1476633377086,1320,668
1476633377096,-427,0
1476633377116,-427,0
1476633377145,-427,0
1476633377146,1321,666
1476633377155,1329,663
1476633377175,1334,656
1476633377195,1331,650
1476633377205,1329,647
1476633377225,1329,642
1476633377235,1332,640
1476633377255,1338,637
1476633377285,1341,636
1476633377285,1344,637
1476633377305,1346,629
1476633377315,1348,625
1476633377335,-427,0
1476633377365,-427,0
1476633377375,-427,0
1476633377395,-427,0
1476633377405,-427,0
1476633377425,-427,0
1476633377445,-427,0
1476633377455,-427,0
1476633377475,-427,0
1476633377485,-427,0
1476633377505,-427,0
1476633377535,-427,0
1476633377535,-427,0
1476633377555,-427,0
1476633377585,-427,0
1476633377585,-427,0
1476633377615,-427,0
1476633377615,-427,0
1476633377645,-427,0
1476633377657,-427,0
1476633377675,-427,0
1476633377695,-427,0
1476633377705,-427,0
1476633377725,-427,0
1476633377735,-427,0
1476633377755,-427,0
1476633377785,-427,0
1476633377785,-427,0
1476633377816,-427,0
1476633377836,-427,0
1476633377836,-427,0
