1476622184073,585,319
1476622184083,585,317
1476622184104,585,315
1476622184134,586,310
1476622184134,586,309
1476622184163,586,308
1476622184163,585,306
1476622184184,585,305
1476622184213,585,301
1476622184213,585,299
1476622184243,586,298
1476622184254,585,297
1476622184274,585,296
1476622184284,583,297
1476622184304,580,303
1476622184324,578,309
1476622184334,577,314
1476622184354,575,321
1476622184363,573,326
1476622184384,571,332
1476622184413,569,338
1476622184413,566,343
1476622184434,564,348
1476622184463,562,353
1476622184463,560,359
1476622184494,558,363
1476622184505,558,370
1476622184524,557,373
1476622184534,555,377
1476622184555,554,380
1476622184564,550,384
1476622184584,528,513
1476622184605,545,532
1476622184614,547,544
1476622184634,549,542
1476622184664,548,543
1476622184665,546,550
1476622184694,546,544
1476622184714,546,546
1476622184715,545,554
1476622184744,547,552
1476622184755,547,552
1476622184774,546,555
1476622184784,547,560
1476622184805,549,561
1476622184815,552,561
1476622184834,551,556
1476622184855,446,431
1476622184865,354,316
1476622184884,338,331
1476622184915,337,323
1476622184915,336,321
1476622184944,339,313
1476622184944,327,290
1476622184965,321,320
1476622184994,331,316
1476622184994,334,320
1476622185024,337,314
1476622185035,338,313
1476622185055,335,311
1476622185065,324,313
1476622185085,308,311
1476622185105,295,311
1476622185116,288,312
1476622185135,280,314
1476622185144,273,314
1476622185164,267,314
1476622185194,263,316
1476622185194,255,315
1476622185214,251,315
1476622185244,245,316
1476622185244,159,487
1476622185274,156,586
1476622185284,163,580
1476622185304,163,598
1476622185315,154,594
1476622185335,150,586
1476622185355,150,594
1476622185365,149,597
1476622185385,149,599
1476622185395,150,600
1476622185415,149,602
1476622185445,149,603
1476622185445,151,602
1476622185475,150,601
1476622185495,151,601
1476622185505,154,607
1476622185525,288,702
1476622185535,318,721
1476622185555,315,697
1476622185565,315,700
1476622185585,311,700
1476622185605,309,701
1476622185615,311,709
1476622185635,309,706
1476622185645,310,710
1476622185665,307,711
1476622185695,304,711
1476622185695,306,712
1476622185725,306,714
1476622185745,306,715
1476622185745,307,711
1476622185775,307,707
1476622185785,307,702
1476622185805,307,700
1476622185815,308,698
1476622185835,306,694
1476622185855,313,692
1476622185865,459,605
1476622185885,468,622
1476622185895,471,612
1476622185915,470,617
1476622185945,472,617
1476622185945,470,618
1476622185975,471,622
1476622185995,469,625
1476622185995,471,627
1476622186025,476,624
1476622186035,478,620
1476622186055,479,614
1476622186065,481,607
1476622186085,483,605
1476622186105,486,599
1476622186115,487,598
1476622186135,489,597
1476622186145,490,596
1476622186165,493,593
1476622186182,493,590
1476622186212,495,588
1476622186212,692,516
1476622186242,878,488
1476622186252,921,480
1476622186272,929,485
1476622186292,930,486
1476622186302,932,484
1476622186322,938,496
1476622186332,962,508
1476622186352,959,499
1476622186362,950,497
1476622186382,950,494
1476622186412,949,490
1476622186412,946,494
1476622186432,944,494
1476622186462,943,494
1476622186462,944,494
1476622186492,942,492
1476622186492,941,493
1476622186522,941,493
1476622186542,934,488
1476622186542,928,484
1476622186572,924,478
1476622186582,919,473
1476622186602,916,470
1476622186612,913,466
1476622186632,910,464
1476622186642,907,462
1476622186662,904,459
1476622186682,901,457
1476622186692,898,455
1476622186712,896,452
1476622186743,893,451
1476622186743,892,448
1476622186773,889,446
1476622186793,888,440
1476622186793,888,436
1476622186823,887,430
1476622186833,886,425
1476622186853,887,419
1476622186863,887,414
1476622186883,887,410
1476622186913,887,407
1476622186913,886,404
1476622186933,886,401
1476622186943,886,394
1476622186963,905,243
1476622186993,898,221
1476622186993,886,220
1476622187023,881,225
1476622187033,881,224
1476622187053,879,227
1476622187073,880,228
1476622187083,881,230
1476622187103,881,232
1476622187113,883,230
1476622187133,884,231
1476622187143,881,231
1476622187163,881,230
1476622187183,880,231
1476622187213,879,233
1476622187213,878,233
1476622187243,879,234
1476622187243,879,236
1476622187273,881,236
1476622187283,881,236
1476622187303,881,237
1476622187323,880,238
1476622187333,881,238
1476622187353,881,239
1476622187363,881,245
1476622187383,880,252
1476622187393,879,257
1476622187413,880,264
1476622187433,879,269
1476622187443,879,275
1476622187463,879,281
1476622187493,880,287
1476622187493,881,293
1476622187523,881,298
1476622187533,882,303
1476622187553,882,307
1476622187573,883,313
1476622187583,882,316
1476622187603,883,319
1476622187613,884,322
1476622187633,884,325
1476622187643,884,328
1476622187663,885,331
1476622187683,885,333
1476622187693,885,335
1476622187713,885,336
1476622187743,885,339
1476622187743,883,340
1476622187773,883,343
1476622187783,883,342
